Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (kph),Distance (km),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/km)
2021-09-30 06:27 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-05-20 13:02 (CDT),,,,,,,61,,,
2021-09-30 06:51 (CDT),On Demand,Kristin McGee,10,Meditation,Breath,10 min Breathwork,2021-06-08 10:09 (CDT),,,,,,,,,,
2021-09-30 11:52 (-05),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2021-09-23 08:00 (-05),26,99,35%,90,25.49,1.82,34,,,
2021-09-30 11:59 (-05),On Demand,Bradley Rose,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-09-27 13:55 (-05),265,147,43%,85,29.58,14.79,353,,,
2021-09-30 12:30 (-05),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2021-09-15 08:00 (-05),28,94,44%,63,24.99,2.08,38,,,
2021-09-30 12:49 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-04-06 00:45 (-05),,,,,,,15,,,
2021-10-01 06:13 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2021-07-21 00:00 (CDT),,,,,,,61,,,
2021-10-01 06:26 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-01 06:36 (CDT),On Demand,Kristin McGee,10,Meditation,Breath,10 min Breathwork,2021-06-08 10:09 (CDT),,,,,,,,,,
2021-10-02 10:03 (-05),On Demand,Ben Alldis,30,Cycling,Theme,30 min 007 Ride,2021-09-30 12:25 (-05),304,169,47%,81,31.24,15.63,405,,,
2021-10-02 10:36 (-05),On Demand,Ben Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2021-09-30 00:25 (-05),29,96,41%,74,25.51,2.11,38,,,
2021-10-02 10:54 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-04-29 13:02 (CDT),,,,,,,61,,,
2021-10-02 11:07 (CDT),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (CDT),,,,,,,15,,,
2021-10-02 16:17 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Breath,10 min Breathwork: Alternate Nostril,2021-09-15 07:38 (CDT),,,,,,,,,,
2021-10-03 07:56 (CDT),On Demand,Denis Morton,10,Meditation,Breath,10 min Breathwork,2021-07-30 09:00 (CDT),,,,,,,,,,
2021-10-04 06:29 (CDT),On Demand,Denis Morton,5,Yoga,Yoga Basics,5 min Basics: Upward Facing Dog,2020-10-16 09:00 (CDT),,,,,,,18,,,
2021-10-04 06:37 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,61,,,
2021-10-04 06:53 (CDT),On Demand,Denis Morton,10,Meditation,Breath,10 min Breathwork,2021-07-30 09:00 (CDT),,,,,,,,,,
2021-10-05 06:36 (CDT),On Demand,Anna Greenberg,10,Meditation,Breath,10 min Breathwork: Interrupted Breath,2020-12-21 09:00 (CDT),,,,,,,,,,
2021-10-05 11:32 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-05 11:56 (-05),On Demand,Mayla Wedekind,5,Cycling,Warm Up,5 min Warm Up Ride,2021-06-13 23:55 (-05),24,79,32%,88,23.32,1.95,32,,,
2021-10-05 12:02 (-05),On Demand,Mayla Wedekind,20,Cycling,Intervals,20 min Intervals Ride,2021-06-17 10:54 (-05),228,190,50%,79,32.30,10.77,304,,,
2021-10-05 12:24 (-05),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2021-06-20 02:32 (-05),33,111,41%,81,27.05,2.25,44,,,
2021-10-05 12:43 (-05),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-16 08:00 (-05),,,,,,,,,,
2021-10-06 06:31 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-03-19 01:35 (CDT),,,,,,,61,,,
2021-10-06 06:49 (CDT),On Demand,Anna Greenberg,10,Meditation,Breath,10 min Breathwork: Interrupted Breath,2020-12-21 09:00 (CDT),,,,,,,,,,
2021-10-07 06:16 (CDT),On Demand,Anna Greenberg,10,Meditation,Breath,10 min Breathwork: Alternate Nostril,2021-06-14 10:09 (CDT),,,,,,,,,,
2021-10-07 12:13 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-07 12:33 (-05),On Demand,Mayla Wedekind,30,Cycling,Theme,30 min Unity Ride,2021-10-03 02:55 (-05),293,163,48%,79,30.98,15.48,390,,,
2021-10-07 13:05 (-05),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-06 09:00 (-05),28,94,37%,81,25.09,2.09,38,,,
2021-10-07 13:20 (CDT),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-16 08:00 (CDT),,,,,,,15,,,
2021-10-08 06:03 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,61,,,
2021-10-08 06:21 (CDT),On Demand,Kristin McGee,10,Meditation,Morning,10 min Morning Meditation,2021-09-19 06:51 (CDT),,,,,,,,,,
2021-10-10 07:40 (CDT),On Demand,Anna Greenberg,20,Yoga,Slow Flow,20 min Slow Flow,2021-10-07 09:00 (CDT),,,,,,,81,,,
2021-10-11 06:23 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,61,,,
2021-10-11 06:40 (CDT),On Demand,Ross Rayburn,10,Meditation,Breath,10 min Breathwork,2021-09-24 09:59 (CDT),,,,,,,,,,
2021-10-12 06:51 (CDT),On Demand,Denis Morton,10,Meditation,Breath,10 min Breathwork,2021-05-18 09:00 (CDT),,,,,,,,,,
2021-10-12 12:17 (-05),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-26 13:02 (-05),,,,,,,0,,,
2021-10-12 12:31 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-12 12:41 (-05),On Demand,Denis Morton,20,Cycling,Music,20 min 90s Ride,2021-09-30 18:55 (-05),188,156,44%,86,30.55,10.19,250,,,
2021-10-12 13:02 (-05),On Demand,Denis Morton,5,Cycling,Cool Down,5 min Cool Down Ride,2021-09-20 08:00 (-05),24,81,34%,85,23.80,1.98,32,,,
2021-10-12 13:15 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (-05),,,,,,,13,,,
2021-10-13 06:30 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,61,,,
2021-10-13 06:52 (CDT),On Demand,Kristin McGee,5,Meditation,Breath,5 min Breathwork,2021-10-04 07:37 (CDT),,,,,,,,,,
2021-10-14 06:27 (CDT),On Demand,Ross Rayburn,10,Meditation,Breath,10 min Breathwork: Alternate Nostril,2020-12-21 09:00 (CDT),,,,,,,,,,
2021-10-14 11:34 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-14 11:49 (-05),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-14 10:00 (-05),33,110,37%,92,27.10,2.25,44,,,
2021-10-14 11:56 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min Rock Ride,2021-10-09 04:25 (-05),274,152,47%,79,30.38,15.19,365,,,
2021-10-14 12:27 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-06 00:35 (-05),22,74,32%,86,22.88,1.90,29,,,
2021-10-14 12:36 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (-05),,,,,,,15,,,
2021-10-15 06:24 (CDT),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-15 09:05 (CDT),,,,,,,61,,,
2021-10-15 06:49 (CDT),On Demand,Kristin McGee,10,Meditation,Breath,10 min Breathwork: Breath of Fire,2020-12-21 09:00 (CDT),,,,,,,,,,
2021-10-16 11:34 (CDT),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (CDT),,,,,,,15,,,
2021-10-17 14:45 (CDT),On Demand,Matty Maggiacomo,30,Walking,Music Walk,30 min 90s Walk,2021-03-05 10:00 (CDT),0,,,,5.79,2.90,233,,,
2021-10-17 15:25 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,61,,,
2021-10-17 15:38 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-18 10:56 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-07-12 13:02 (CDT),,,,,,,61,,,
2021-10-18 11:29 (CDT),On Demand,Kristin McGee,10,Meditation,Breath,10 min Breathwork,2021-06-08 10:09 (CDT),,,,,,,,,,
2021-10-19 11:57 (-05),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-06 00:00 (-05),0,48,28%,80,18.97,0.02,0,,,
2021-10-19 11:59 (-05),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-06 00:00 (-05),35,116,37%,94,27.52,2.29,46,,,
2021-10-19 12:05 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min Indie Rock Ride,2021-10-18 13:55 (-05),275,153,46%,82,30.29,15.14,366,,,
2021-10-19 12:36 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-06 00:35 (-05),23,77,33%,87,23.21,1.92,31,,,
2021-10-19 12:50 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (-05),,,,,,,15,,,
2021-10-20 12:41 (CDT),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-15 09:05 (CDT),,,,,,,60,,,
2021-10-20 12:54 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,60,,,
2021-10-20 18:46 (CDT),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Body Scan Meditation,2021-10-13 10:00 (CDT),,,,,,,,,,
2021-10-21 12:29 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-21 12:43 (-05),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2021-09-25 01:30 (-05),28,93,34%,93,25.11,2.09,37,,,
2021-10-21 12:50 (-05),On Demand,Leanne Hainsby-Alldis,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-10-19 07:55 (-05),294,164,47%,80,31.08,15.55,392,,,
2021-10-21 13:21 (-05),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2021-06-21 00:25 (-05),32,107,40%,80,26.36,2.19,43,,,
2021-10-21 13:33 (-05),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-16 08:00 (-05),,,,,,,15,,,
2021-10-22 06:34 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-10-18 13:02 (CDT),,,,,,,60,,,
2021-10-22 06:56 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,60,,,
2021-10-22 19:56 (CDT),On Demand,Kristin McGee,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-01-24 10:18 (CDT),,,,,,,18,,,
2021-10-24 10:40 (CDT),On Demand,Denis Morton,10,Meditation,Breath,10 min Breathwork,2021-10-22 09:00 (CDT),,,,,,,,,,
2021-10-24 12:54 (CDT),On Demand,Matt Wilpers,10,Stretching,Post-Run Stretch,10 min Post-Run Stretch,2021-08-05 09:00 (CDT),,,,,,,30,,,
2021-10-25 06:49 (CDT),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-15 09:05 (CDT),,,,,,,60,,,
2021-10-25 07:01 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,60,,,
2021-10-25 15:51 (CDT),On Demand,Kristin McGee,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-01-24 10:18 (CDT),,,,,,,18,,,
2021-10-25 15:57 (CDT),On Demand,Denis Morton,5,Yoga,Yoga Basics,5 min Basics: Reverse Table Top,2021-08-20 09:00 (CDT),,,,,,,18,,,
2021-10-26 11:57 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-26 12:11 (-05),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2021-09-23 00:00 (-05),34,112,36%,91,26.75,2.22,45,,,
2021-10-26 12:18 (-05),On Demand,Sam Yo,30,Cycling,Music,30 min 2000s Rock Ride,2021-09-29 12:25 (-05),305,169,50%,75,31.33,15.66,406,,,
2021-10-26 12:49 (-05),On Demand,Sam Yo,5,Cycling,Cool Down,5 min Cool Down Ride,2021-06-04 03:05 (-05),32,108,42%,75,26.44,2.20,43,,,
2021-10-26 13:08 (-05),On Demand,Sam Yo,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch: Imagine Dragons,2021-07-02 07:00 (-05),,,,,,,15,,,
2021-10-26 16:04 (CDT),On Demand,Kristin McGee,5,Yoga,Yoga Anywhere,5 min Chair Yoga,2020-01-24 10:18 (CDT),,,,,,,18,,,
2021-10-27 06:29 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-04-29 13:02 (CDT),,,,,,,60,,,
2021-10-27 06:57 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2021-07-21 00:00 (CDT),,,,,,,60,,,
2021-10-28 07:01 (CDT),On Demand,Aditi Shah,10,Meditation,Morning,10 min Morning Meditation,2021-10-19 06:51 (CDT),,,,,,,,,,
2021-10-28 11:41 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-10-28 11:53 (-05),On Demand,Mayla Wedekind,5,Cycling,Warm Up,5 min Warm Up Ride,2021-07-13 05:25 (-05),23,75,31%,87,22.42,1.90,31,,,
2021-10-28 11:59 (-05),On Demand,Mayla Wedekind,30,Cycling,Music,30 min 2010s Ride,2021-10-15 12:00 (-05),305,169,50%,76,31.45,15.72,406,,,
2021-10-28 12:30 (-05),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-06 09:00 (-05),37,124,42%,81,28.29,2.35,49,,,
2021-10-28 12:39 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (-05),,,,,,,15,,,
2021-10-30 19:36 (CDT),On Demand,Ben Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-10-20 02:32 (CDT),,,,,,,60,,,
2021-10-30 19:49 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2021-06-23 00:00 (CDT),,,,,,,60,,,
2021-10-31 11:22 (CDT),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (CDT),,,,,,,,,,
2021-10-31 11:23 (CDT),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-08-13 09:43 (CDT),,,,,,,28,91.82,,
2021-10-31 14:06 (CDT),On Demand,Denis Morton,10,Yoga,Flow,10 min Yoga Flow,2021-06-28 06:06 (CDT),,,,,,,4,,,
2021-11-01 06:34 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-04-29 13:02 (CDT),,,,,,,60,,,
2021-11-01 06:54 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,60,,,
2021-11-01 15:53 (CDT),On Demand,Kristin McGee,10,Yoga,Yoga Anywhere,10 min Chair Yoga,2021-07-08 09:00 (CDT),,,,,,,47,,,
2021-11-02 15:04 (-05),On Demand,Mayla Wedekind,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-25 08:50 (-05),34,114,36%,96,27.26,2.27,45,,,
2021-11-02 15:13 (-05),On Demand,Mayla Wedekind,30,Cycling,Music,30 min 2010s Ride,2021-10-15 12:00 (-05),333,185,52%,77,32.80,16.40,444,,,
2021-11-02 15:44 (-05),On Demand,Mayla Wedekind,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-06 09:00 (-05),30,101,41%,75,26.06,2.17,40,,,
2021-11-02 15:52 (-05),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-04-06 00:45 (-05),,,,,,,15,,,
2021-11-04 12:12 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-11-04 12:28 (-05),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-06 00:00 (-05),0,58,32%,77,20.62,0.02,0,,,
2021-11-04 12:29 (-05),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-04-11 00:00 (-05),31,103,36%,89,26.12,2.17,41,,,
2021-11-04 12:35 (-05),On Demand,Bradley Rose,30,Cycling,Music,30 min 2000s Ride,2021-10-28 13:54 (-05),282,157,44%,87,30.77,15.39,375,,,
2021-11-04 13:07 (-05),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-06 00:35 (-05),26,89,35%,87,24.77,2.01,34,,,
2021-11-05 06:10 (CDT),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-08-15 09:05 (CDT),,,,,,,60,,,
2021-11-05 06:27 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2021-09-30 02:25 (CDT),,,,,,,60,,,
2021-11-06 09:07 (CDT),On Demand,Kristin McGee,5,Meditation,Breath,5 min Breathwork,2021-10-04 07:37 (CDT),,,,,,,,,,
2021-11-06 09:13 (CDT),On Demand,Kristin McGee,5,Meditation,Breath,5 min Breathwork,2021-10-04 07:37 (CDT),,,,,,,,,,
2021-11-10 06:35 (CDT),On Demand,Kristin McGee,10,Meditation,Breath,10 min Breathwork: Alternate Nostril,2021-09-07 09:58 (CDT),,,,,,,,,,
2021-11-11 05:36 (-06),On Demand,Ben Alldis,30,Cycling,Scenic Ride,30 min Iceland Ride,,252,140,45%,79,29.53,14.77,335,,,
2021-11-11 06:09 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 09:00 (-06),,,,,,,15,,,
2021-11-12 06:18 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min MOS Ibiza Chillout Core Strength,2021-08-15 23:40 (CDT),,,,,,,60,,,
2021-11-13 17:15 (-06),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2021-06-30 07:00 (-06),41,137,40%,89,29.31,2.45,54,,,
2021-11-13 17:22 (-06),On Demand,Emma Lovewell,20,Cycling,Music,20 min 2000s Rock Ride,2021-11-11 08:24 (-06),225,187,48%,84,32.78,10.93,299,,,
2021-11-13 17:44 (-06),On Demand,,10,Cycling,Scenic Ride,10 min Reykjavik Ride,,83,139,41%,88,29.48,4.91,111,,,
2021-11-13 17:55 (-06),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2021-06-20 23:25 (-06),25,83,37%,76,23.79,1.98,33,,,
2021-11-13 18:05 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-11-13 18:11 (-06),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-09-07 07:00 (-06),,,,,,,14,,,
2021-11-14 06:18 (CDT),On Demand,Emma Lovewell,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-11-04 09:04 (CDT),,,,,,,60,,,
2021-11-14 06:36 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2021-09-30 02:25 (CDT),,,,,,,60,,,
2021-11-14 17:28 (CDT),On Demand,Olivia Amato,20,Walking,Music Walk,20 min Y2K Fun Walk,2019-07-18 10:00 (CDT),0,,,,6.00,2.00,158,,,
2021-11-15 06:37 (CDT),On Demand,Kirra Michel,30,Yoga,Slow Flow,30 min Slow Flow,2021-09-06 18:19 (CDT),,,,,,,128,,,
2021-11-16 06:18 (CDT),On Demand,Nico Sarani,10,Meditation,Breath,10 min Breathwork: Alternate Nostril,2021-11-15 09:00 (CDT),,,,,,,,,,
2021-11-16 12:35 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-11-16 12:43 (-06),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-05 23:00 (-06),32,117,37%,92,27.42,2.12,44,,,
2021-11-16 13:50 (CDT),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 10:00 (CDT),,,,,,,15,100.86,,
2021-11-17 05:43 (CDT),On Demand,Camila Ramon,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-11-14 10:00 (CDT),,,,,,,60,,,
2021-11-17 06:23 (CDT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2021-11-04 08:30 (CDT),,,,,,,60,,,
2021-11-19 12:01 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-11-19 12:14 (-06),On Demand,Jenn Sherman,5,Cycling,Warm Up,5 min Warm Up Ride,2021-09-13 07:00 (-06),33,109,35%,97,26.86,2.24,43,,,
2021-11-19 12:20 (-06),On Demand,Ben Alldis,30,Cycling,Music,30 min 2010s Rock Ride,2021-11-16 12:25 (-06),324,180,51%,76,31.82,15.90,430,,,
2021-11-19 12:54 (-06),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2021-07-12 07:00 (-06),28,95,42%,70,25.41,2.11,38,,,
2021-11-19 13:05 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 09:00 (-06),,,,,,,15,,,
2021-11-20 08:47 (CDT),On Demand,Leanne Hainsby-Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-11-01 14:02 (CDT),,,,,,,60,,,
2021-11-20 09:01 (CDT),On Demand,Ben Alldis,10,Strength,Core,10 min Core Strength,2021-11-15 03:04 (CDT),,,,,,,60,,,
2021-11-22 07:59 (CDT),On Demand,Chelsea Jackson Roberts,10,Meditation,Breath,10 min Breathwork: Bellows Breath,2021-11-15 17:36 (CDT),,,,,,,,,,
2021-11-22 14:54 (CDT),On Demand,Mayla Wedekind,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-11-09 01:12 (CDT),,,,,,,60,,,
2021-11-22 15:08 (CDT),On Demand,Emma Lovewell,10,Strength,Core,10 min Core Strength,2021-11-18 08:30 (CDT),,,,,,,60,,,
2021-11-22 15:24 (CDT),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2021-11-18 08:30 (CDT),,,,,,,30,,,
2021-11-23 09:23 (CDT),On Demand,Kristin McGee,10,Meditation,Breath,10 min Breathwork,2021-11-15 07:36 (CDT),,,,,,,,,,
2021-11-23 11:27 (-06),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-10-05 23:00 (-06),32,107,37%,91,26.80,2.24,43,,,
2021-11-23 11:34 (-06),On Demand,Bradley Rose,30,Cycling,Intervals,30 min HIIT & Hills Ride,2021-10-14 12:55 (-06),282,157,44%,87,30.50,15.26,375,,,
2021-11-23 12:06 (-06),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-05 23:35 (-06),28,95,35%,91,25.43,2.11,38,,,
2021-11-23 12:24 (CDT),On Demand,Hannah Corbin,5,Strength,Lower Body,5 min Glutes & Legs Toning,2020-01-05 14:20 (CDT),,,,,,,30,,,
2021-11-23 12:32 (CDT),On Demand,Erik Jager,10,Stretching,Pre & Post-Ride Stretch,10 min World Mental Health Day Stretch,2021-10-09 17:00 (CDT),,,,,,,30,,,
2021-11-24 07:47 (CDT),On Demand,Denis Morton,10,Meditation,Breath,10 min Breathwork,2021-05-18 09:00 (CDT),,,,,,,,,,
2021-11-24 08:03 (CDT),On Demand,Ben Alldis,10,Strength,Arms & Light Weights,10 min Arms & Light Weights,2021-10-20 02:32 (CDT),,,,,,,60,,,
2021-11-24 08:16 (CDT),On Demand,Callie Gullickson,10,Strength,Core,10 min Core Strength,2021-11-06 08:30 (CDT),,,,,,,59,,,
2021-11-24 22:55 (CDT),On Demand,Kristin McGee,10,Meditation,Sleep,10 min Sleep Meditation,2021-09-30 09:00 (CDT),,,,,,,,,,
2021-11-25 07:27 (CDT),On Demand,Kristin McGee,10,Meditation,Morning,10 min Morning Meditation,2021-11-22 07:36 (CDT),,,,,,,,,,
2021-11-25 10:25 (-06),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Endurance Ride,2021-10-20 03:55 (-06),392,145,39%,99,30.06,22.55,521,,,
2021-11-25 11:16 (-06),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2020-08-03 07:00 (-06),24,81,36%,79,23.87,1.98,32,,,
2021-11-25 11:31 (-06),On Demand,Jenn Sherman,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2021-10-18 09:00 (-06),,,,,,,15,,,
2021-11-25 22:31 (CDT),On Demand,Ross Rayburn,5,Meditation,Relaxation,5 min Relaxing Meditation,2021-11-06 10:38 (CDT),,,,,,,,,,
